state_id,county_name,amount
UT,Wasatch,7
UT,Washington,38
UT,Wayne,2
UT,Weber,82
VA,Accomack,13
VA,Albemarle,9
VA,Alexandria (city),30
VA,Alleghany,3
VA,Amelia,3
VA,Amherst,9
VA,Appomattox,5
VA,Arlington,10
VA,Augusta,15
VA,Bath,5
VA,Bedford,30
VA,Bland,5
VA,Botetourt,12
VA,Bristol (city),10
VA,Brunswick,1
VA,Buchanan,6
VA,Buckingham,4
VA,Buena Vista (city),1
VA,Campbell,26
VA,Caroline,9
VA,Carroll,10
VA,Charles City,1
VA,Charlotte,7
VA,Charlottesville (city),17
VA,Chesapeake (city),36
VA,Chesterfield,22
VA,Clarke,7
VA,Colonial Heights (city),4
VA,Covington (city),10
VA,Craig,5
VA,Culpeper,20
VA,Cumberland,3
VA,Danville (city),20
VA,Dickenson,8
VA,Dinwiddie,1
VA,Emporia (city),3
VA,Essex,4
VA,Fairfax,100
VA,Fairfax (city),25
VA,Falls Church (city),7
VA,Fauquier,35
VA,Floyd,2
VA,Fluvanna,2
VA,Franklin,14
VA,Franklin (city),3
VA,Frederick,13
VA,Fredericksburg (city),55
VA,Galax (city),8
VA,Giles,14
VA,Gloucester,7
VA,Goochland,4
VA,Grayson,11
VA,Greene,7
VA,Halifax,15
VA,Hampton (city),16
VA,Hanover,26
VA,Harrisonburg (city),15
VA,Henrico,8
VA,Henry,9
VA,Highland,2
VA,Hopewell (city),3
VA,Isle of Wight,7
VA,James City,6
VA,King George,19
VA,King William,5
VA,Lancaster,6
VA,Lee,8
VA,Lexington (city),5
VA,Loudoun,79
VA,Louisa,5
VA,Lunenburg,6
VA,Lynchburg (city),21
VA,Madison,4
VA,Manassas (city),32
VA,Manassas Park (city),2
VA,Martinsville (city),10
VA,Mathews,2
VA,Mecklenburg,18
VA,Middlesex,1
VA,Montgomery,20
VA,Nelson,5
VA,New Kent,7
VA,Newport News (city),15
VA,Norfolk (city),21
VA,Northampton,12
VA,Northumberland,4
VA,Norton (city),5
VA,Nottoway,2
VA,Orange,11
VA,Page,16
VA,Patrick,11
VA,Petersburg (city),4
VA,Pittsylvania,9
VA,Poquoson (city),8
VA,Portsmouth (city),9
VA,Powhatan,12
VA,Prince Edward,8
VA,Prince George,5
VA,Prince William,56
VA,Pulaski,17
VA,Radford (city),15
VA,Rappahannock,5
VA,Richmond,1
VA,Richmond (city),25
VA,Roanoke,4
VA,Roanoke (city),26
VA,Rockbridge,2
VA,Rockingham,13
VA,Russell,7
VA,Salem (city),9
VA,Scott,15
VA,Shenandoah,19
VA,Smyth,9
VA,Southampton,6
VA,Spotsylvania,10
VA,Stafford,22
VA,Staunton (city),10
VA,Suffolk (city),19
VA,Sussex,1
VA,Tazewell,20
VA,Virginia Beach (city),80
VA,Warren,13
VA,Washington,19
VA,Waynesboro (city),2
VA,Westmoreland,6
VA,Williamsburg (city),9
VA,Winchester (city),43
VA,Wise,19
VA,Wythe,16
VA,York,9
VI,St. Croix,1
VT,Addison,11
VT,Bennington,18
VT,Caledonia,21
VT,Chittenden,25
VT,Franklin,24
VT,Grand Isle,2
VT,Lamoille,13
VT,Orange,15
VT,Orleans,13
VT,Rutland,28
VT,Washington,18
VT,Windham,13
VT,Windsor,28
WA,Adams,5
WA,Asotin,7
WA,Benton,48
WA,Chelan,27
WA,Clallam,27
WA,Clark,69
WA,Columbia,4
WA,Cowlitz,31
WA,Douglas,4
WA,Ferry,9
WA,Franklin,11
WA,Garfield,3
WA,Grant,19
WA,Grays Harbor,25
WA,Island,27
WA,Jefferson,15
WA,King,220
WA,Kitsap,39
WA,Kittitas,13
WA,Klickitat,15
WA,Lewis,35
WA,Lincoln,8
WA,Mason,15
WA,Okanogan,21
WA,Pacific,9
WA,Pend Oreille,5
WA,Pierce,122
WA,San Juan,5
WA,Skagit,21
WA,Skamania,1
WA,Snohomish,126
WA,Spokane,118
WA,Stevens,21
WA,Thurston,59
WA,Wahkiakum,3
WA,Walla Walla,14
WA,Whatcom,36
WA,Whitman,12
WA,Yakima,38
WI,Adams,9
WI,Ashland,16
WI,Barron,28
WI,Bayfield,15
WI,Brown,56
WI,Buffalo,7
WI,Burnett,19
WI,Calumet,5
WI,Chippewa,38
WI,Clark,25
WI,Columbia,33
WI,Crawford,4
WI,Dane,52
WI,Dodge,20
WI,Door,10
WI,Douglas,15
WI,Dunn,13
WI,Eau Claire,33
WI,Florence,2
WI,Fond du Lac,16
WI,Forest,8
WI,Grant,33
WI,Green,18
WI,Green Lake,9
WI,Iowa,11
WI,Iron,5
WI,Jackson,11
WI,Jefferson,29
WI,Juneau,19
WI,Kenosha,27
WI,Kewaunee,9
WI,La Crosse,24
WI,Lafayette,10
WI,Langlade,7
WI,Lincoln,15
WI,Manitowoc,20
WI,Marathon,35
WI,Marinette,40
WI,Marquette,8
WI,Milwaukee,65
WI,Monroe,30
WI,Oconto,24
WI,Oneida,24
WI,Outagamie,78
WI,Ozaukee,18
WI,Pepin,2
WI,Pierce,23
WI,Polk,17
WI,Portage,23
WI,Price,12
WI,Racine,43
WI,Richland,12
WI,Rock,58
WI,Rusk,9
WI,Sauk,28
WI,Sawyer,10
WI,Shawano,24
WI,Sheboygan,29
WI,St. Croix,39
WI,Taylor,12
WI,Trempealeau,12
WI,Vernon,15
WI,Vilas,10
WI,Walworth,32
WI,Washburn,17
WI,Washington,30
WI,Waukesha,104
WI,Waupaca,31
WI,Waushara,18
WI,Winnebago,36
WI,Wood,43
WV,Barbour,11
WV,Berkeley,46
WV,Boone,10
WV,Braxton,19
WV,Brooke,7
WV,Cabell,30
WV,Calhoun,2
WV,Clay,6
WV,Doddridge,5
WV,Fayette,14
WV,Gilmer,5
WV,Grant,12
WV,Greenbrier,24
WV,Hampshire,25
WV,Hancock,18
WV,Hardy,20
WV,Harrison,41
WV,Jackson,14
WV,Jefferson,18
WV,Kanawha,73
WV,Lewis,13
WV,Lincoln,6
WV,Logan,10
WV,Marion,25
WV,Marshall,13
WV,Mason,19
WV,McDowell,4
WV,Mercer,32
WV,Mineral,28
WV,Mingo,5
WV,Monongalia,30
WV,Monroe,4
WV,Morgan,16
WV,Nicholas,13
WV,Ohio,17
WV,Pendleton,10
WV,Pleasants,2
WV,Pocahontas,9
WV,Preston,24
WV,Putnam,13
WV,Raleigh,24
WV,Randolph,29
WV,Ritchie,8
WV,Roane,7
WV,Summers,3
WV,Taylor,10
WV,Tucker,9
WV,Tyler,6
WV,Upshur,15
WV,Wayne,9
WV,Webster,8
WV,Wetzel,10
WV,Wirt,3
WV,Wood,33
WV,Wyoming,4
WY,Albany,41
WY,Big Horn,22
WY,Campbell,63
WY,Carbon,29
WY,Converse,31
WY,Crook,15
WY,Fremont,58
WY,Goshen,6
WY,Hot Springs,7
WY,Johnson,5
WY,Laramie,79
WY,Lincoln,26
WY,Natrona,66
WY,Niobrara,6
WY,Park,58
WY,Platte,17
WY,Sheridan,20
WY,Sublette,30
WY,Sweetwater,57
WY,Teton,15
WY,Uinta,20
WY,Washakie,15
WY,Weston,12
